I
1000 Generated by WorldEditor 2.3.1r1

1   2708 0 0 LTCS Sanliurfa Gap
100 45.00 2 2 0.25 1 2 1 04  37.43468627  038.88329282    0  300 3 4 1 0 22  37.46152173  038.91351400    0  287 3 2 1 0
110 2 0.25 0.0000 Taxiways and apron
112  37.44903004  038.89989910  37.44921338  038.90011272
111  37.44903004  038.89989910
112  37.44903004  038.89989910  37.44919963  038.90019355
112  37.44902304  038.90048254  37.44896803  038.90055759
112  37.44736085  038.90278947  37.44722793  038.90296267
112  37.44687242  038.90281441  37.44673491  038.90267008
112  37.44471546  038.90036732  37.44459629  038.90020568
112  37.44467421  038.89973227  37.44483005  038.89950712
112  37.44632431  038.89741143  37.44646182  038.89722669
112  37.44686976  038.89743452  37.44703477  038.89761349
111  37.44686976  038.89743452
112  37.44686976  038.89743452  37.44703477  038.89761349
112  37.44604013  038.89652810  37.44623722  038.89676481
111  37.44604013  038.89652810
112  37.44604013  038.89652810  37.44621431  038.89674171
112  37.44604930  038.89714007  37.44597596  038.89724976
112  37.44427543  038.89962835  37.44418834  038.89973804
112  37.44383999  038.89957640  37.44363372  038.89931083
111  37.44383999  038.89957640
112  37.44383999  038.89957640  37.44367039  038.89977268
111  37.44283159  038.90092731
111  37.44633986  038.90488454
112  37.44928255  038.90076807  37.44939256  038.90064683
114  37.44983537  038.90080010  37.45003247  038.90100795
110 2 0.00 0.0000 New Taxiway 2
111  37.46385100  038.91513610
111  37.46276681  038.91389229
111  37.46356632  038.91256458
111  37.46280921  038.91172522
111  37.46191884  038.91099270
111  37.46005937  038.90959635
111  37.45972018  038.91003127
111  37.45846640  038.90852049
111  37.45439615  038.90375180
111  37.45419627  038.90366787
111  37.45176744  038.90093650
111  37.45058634  038.89960136
111  37.44852093  038.89724394
111  37.44618902  038.89461193
111  37.44485649  038.89330743
111  37.43758819  038.88492391
111  37.43803640  038.88431368
111  37.43530473  038.88104133
111  37.43480200  038.88180414
111  37.43433562  038.88171265
111  37.43270631  038.87993544
111  37.43188257  038.88123974
111  37.43207033  038.88172791
111  37.43339074  038.88319239
111  37.43348160  038.88376445
111  37.43561363  038.88611381
111  37.44058031  038.89166706
111  37.44576503  038.89737318
111  37.44422657  038.89950161
